样本末帧,E/MPa,虚功均方根残差/N,样本点数,Y/MPa,H/MPa,拟合均方根残差/MPa
000003.jpg,10146.905981346981,16.694343283279817,4,,,
000004.jpg,6938.405327445394,15.014776067003954,6,,,
000005.jpg,6437.224717280679,13.279115071076987,8,,,
000006.jpg,6343.699341622418,12.013142683496493,10,,,
000007.jpg,6111.4818149208295,11.310169701041652,12,,,
000008.jpg,5644.782024166009,12.411417417975226,14,,,
000009.jpg,5379.690761088529,12.690991584937633,16,,,
000010.jpg,5204.281813458669,12.787247084925701,18,,,
000011.jpg,5061.217884653879,12.860016922379938,20,,,
000012.jpg,4854.222859922903,14.189846213859564,22,,,
000013.jpg,4779.061591857542,13.968769102579953,24,,,
000014.jpg,4631.211598235725,15.089112430208703,26,,,
000015.jpg,4539.261441461916,15.401468792512693,28,,,
000016.jpg,4444.7415088978405,15.9836143208261,30,,,
000017.jpg,4348.937173743636,16.83731224980781,32,,,
000018.jpg,4282.504126742736,17.188055851131455,34,,,
000019.jpg,4207.975448132207,17.873250335015314,36,,,
000020.jpg,4129.416950645658,18.878750596466894,38,,,
000021.jpg,4063.1236302836796,19.632044726853138,40,,,
000022.jpg,4008.2500315927964,20.16157227842164,42,,,
000023.jpg,3955.9722967277157,20.74294059260214,44,,,
000024.jpg,3907.454182367369,21.302453431052097,46,,,
000025.jpg,3864.4391001041276,21.77373625382333,48,,,
000026.jpg,3826.9039286914362,22.11940524453259,50,,,
000027.jpg,3790.840291919814,22.5182906961402,52,,,
000028.jpg,3752.524959174096,23.111226411526143,54,,,
000029.jpg,3717.783994742899,23.629839381367358,56,,,
000030.jpg,3674.516636936877,24.735490216849872,58,,,
000031.jpg,3648.319312721712,24.977620730326414,60,,,
000032.jpg,3623.7628486566255,25.205113940098236,62,,,
000033.jpg,3599.908792145921,25.472383448567722,64,,,
000034.jpg,3577.8776980378266,25.708702297858036,66,,,
000035.jpg,3552.867958253124,26.184657506395514,68,,,
000036.jpg,3526.101524706958,26.853450275188905,70,,,
000037.jpg,3508.3090442140897,27.006786920334022,72,,,
000038.jpg,3487.00418918423,27.44115282199458,74,,,
000039.jpg,3467.0740722255578,27.827421346068817,76,,,
000040.jpg,3447.8869382868434,28.222169730130723,78,,,
000041.jpg,3428.0726507643003,28.714973381078327,80,,,
000042.jpg,3410.423189261645,29.11230378901916,82,,,
000036.jpg,,,2,15.066163639628948,3294.3655205019427,0.0
000037.jpg,,,3,17.897940310308208,962.9361139557955,0.4022322489248657
000038.jpg,,,4,14.660858387313372,4031.994887799011,0.4210345345674312
000039.jpg,,,5,13.165586435712045,5420.7169224148265,0.4140980916533099
000040.jpg,,,6,12.493006114905167,6029.058398529679,0.3895115552484846
000041.jpg,,,7,12.658759755242095,5883.953524454341,0.3615118828615156
000042.jpg,,,8,12.4084949624779,6100.634721452482,0.3431108892930423
000043.jpg,,,9,12.046741348099477,6409.528145460442,0.34050521525396366
000044.jpg,,,10,12.283755849144393,6215.631339797318,0.3290774123779519
000045.jpg,,,11,12.355873127412416,6157.58772902481,0.3146761634752386
000046.jpg,,,12,12.09035189178901,6371.626178806128,0.32481907284466194
000047.jpg,,,13,12.393301553183006,6140.114712115039,0.332107499859919
000048.jpg,,,14,12.716220477715465,5899.0458405515865,0.34790702598560747
000049.jpg,,,15,12.737989891363574,5882.854417924114,0.3363232842237957
000050.jpg,,,16,13.05546238595619,5656.288500615802,0.3644494789920947
000051.jpg,,,17,13.127079336631292,5605.390529481295,0.35662382233404955
000052.jpg,,,18,13.211878444136275,5546.478942465056,0.3515344918047656
000053.jpg,,,19,13.256633302925072,5515.9389689303,0.34384212763692773
000054.jpg,,,20,13.258504432322342,5514.680899451914,0.3351395143985142
000055.jpg,,,21,13.346650798930032,5457.169210685365,0.3352477220189198
000056.jpg,,,22,13.401766737043921,5421.760631652381,0.33136565076912583
000057.jpg,,,23,13.66206096882472,5261.727754988891,0.3901231864377144
000058.jpg,,,24,13.778695202312013,5190.349447359358,0.39868522391553085
000059.jpg,,,25,13.80038822812432,5177.111733769739,0.3914011897925063
000060.jpg,,,26,13.877249864050807,5131.624484590868,0.39321204508784174
000061.jpg,,,27,14.021951747639626,5048.586606976726,0.41716700810878354
000062.jpg,,,28,14.118993653053124,4993.524643416981,0.42589806907402933
000063.jpg,,,29,14.147166453988278,4977.606370739643,0.4202071392095789
000064.jpg,,,30,14.239090988297184,4927.310948719216,0.43022767096304637
000065.jpg,,,31,14.410317467692272,4836.710574103428,0.47511232001919146
000066.jpg,,,32,14.530856110528115,4773.548334178648,0.49624852941897507
000067.jpg,,,33,14.611951073426782,4731.467516686981,0.5034076646590673
000068.jpg,,,34,14.68728038721252,4693.042494286579,0.509478477943922
000069.jpg,,,35,14.749535531701877,4661.72100301632,0.5122685485894125
000070.jpg,,,36,14.821734120027406,4626.125692111678,0.5190662069316723
000071.jpg,,,37,14.92698161423134,4575.555771450542,0.5404359595703452
000072.jpg,,,38,15.002345271085572,4539.690700061195,0.5494090296096577
000073.jpg,,,39,15.136482891447939,4477.902781271231,0.5874739158659983
000074.jpg,,,40,15.245802855706511,4428.104601141719,0.6119943096626674
000075.jpg,,,41,15.373583608541354,4371.183423174303,0.6464494959533799
000076.jpg,,,42,15.49623701704419,4317.429387274274,0.677854230013749
000077.jpg,,,43,15.591370394430694,4276.079677030234,0.6957183175877469
000078.jpg,,,44,15.712620041501324,4224.650166921402,0.727542383286131
000079.jpg,,,45,15.816639417949798,4181.013435475034,0.7504809872977686
000080.jpg,,,46,15.96348610547539,4121.215878141228,0.7977285269552873
000081.jpg,,,47,16.10570534213512,4064.177365821136,0.8415112044946025
000082.jpg,,,48,16.236012636763938,4012.6264246801793,0.8777163639815541
000083.jpg,,,49,16.356162749559193,3965.7412285672885,0.9081439272744851
000084.jpg,,,50,16.47906343120006,3918.586772685768,0.940434493757909
000085.jpg,,,51,16.614035010415265,3867.8195325526544,0.9798965666686992
000086.jpg,,,52,16.795690974792358,3801.538963525815,1.0481517016092166
000087.jpg,,,53,16.944772709875544,3747.553915597434,1.094065296069954
000088.jpg,,,54,17.107179062660094,3689.9214092634866,1.1478929130936375
000089.jpg,,,55,17.242738128092757,3642.2013090488017,1.1851290209003111
000090.jpg,,,56,17.38194700787696,3594.051605951287,1.2245391131736478
000091.jpg,,,57,17.520089501648627,3546.9997275224264,1.2635765301053028
000092.jpg,,,58,17.66913862132739,3497.2286921518885,1.3091501498886473
000093.jpg,,,59,17.82899814194145,3444.88081081465,1.361261274112969
000094.jpg,,,60,17.986251020691967,3394.1449145409006,1.4116216566895834
